id,full_name,email,password,role,job_category,specific_role,skills,experience_level,experience_years,location,success_rate_job,jobs_completed,client_rating,rehire_rate,min_budget_idr,hourly_rate_usd,earnings_usd,platform_origin,project_type,is_available,profile_verified,created_at
323,"Lanang Pudjiastuti, S.Psi",lanang.pudjiastuti.s.psi442@yahoo.com,$2b$10$bF4XAYqEp0/3BZPdEXI9XO24Ao2s38L2PgIvGBGsM.17uQTFT1PaG,creative_worker,Full Stack Developer,Frontend Developer,"PostgreSQL, Node.js, Git, REST API, Next.js, Vue.js, Redis",Expert,9,Jakarta,63.9,244,2.62,50.2,1523000,79.43,2279.03,Freelancer,Hourly,1,1,2024-06-26 10:25:26
324,Drs. Ida Hasanah,drs..ida.hasanah704@konekin.id,$2b$10$h/alQU2q/37tERRV6n.HTeqRmNVGh3ss2gX1eywggJ.cznOXXtlJG,creative_worker,Full Stack Developer,Full Stack Developer,"MySQL, Node.js, REST API",Beginner,1,Jakarta,49.9,27,2.37,24.2,2049000,27.15,2901.05,Upwork,Milestone,1,1,2024-11-10 0:17:33
325,Cinthia Latupono,cinthia.latupono136@outlook.com,$2b$10$ydJHVpWmJRKh1qtAE3wJKuziEmRHy0m9SrcJa2sj8cOhlsg8qlo.q,creative_worker,Full Stack Developer,Full Stack Developer,"TypeScript, Docker, Vue.js, PostgreSQL, React",Intermediate,5,Medan,76.9,51,3.89,38.4,8263000,29.89,7998.75,Freelancer,Retainer,1,1,2025-11-25 11:48:13
326,"Tomi Puspasari, S.Kom",tomi.puspasari.s.kom290@konekin.id,$2b$10$jxo42mUwZQgGLTwD0tWQMetlW9aWGO8i2C5Wg0LdjJb1R0TGcPQcu,creative_worker,Full Stack Developer,Laravel Developer,"Redis, REST API, Vue.js, TypeScript, Next.js",Intermediate,4,Medan,71.6,108,3.91,37.2,4236000,52.68,5039.18,Konekin,Hourly,1,1,2024-08-19 7:20:38
327,Hendri Sirait,hendri.sirait482@gmail.com,$2b$10$esOP.2sm3zqWj6muZvyqQeqYNMpiTdwvqIyMQQLdl..EvMvim7wim,creative_worker,Full Stack Developer,Node.js Developer,"REST API, Redis, Next.js, React, Vue.js",Intermediate,4,Bandung,76.6,44,4.12,84.2,1734000,46.74,1134.49,Fiverr,Retainer,1,1,2025-10-28 16:32:58
328,Lidya Kuswoyo,lidya.kuswoyo768@yahoo.com,$2b$10$9V7WM6OryC5gxeAfHtVgLeCCFy4sHg3sFeG3VPaeInC8RJdBdXLym,creative_worker,Full Stack Developer,Next.js Developer,"TypeScript, Git, Vue.js, Docker, React",Intermediate,5,Yogyakarta,71.4,135,3.48,78,10422000,63.77,5602.55,Upwork,Fixed,1,1,2024-04-12 12:50:45
329,Salwa Rajasa,salwa.rajasa404@gmail.com,$2b$10$bF4XAYqEp0/3BZPdEXI9XO24Ao2s38L2PgIvGBGsM.17uQTFT1PaG,creative_worker,Full Stack Developer,Node.js Developer,"PostgreSQL, Git, Laravel, MySQL, Next.js, TypeScript, Redis",Expert,11,Medan,68.4,265,3.02,57.1,9179000,69.47,7611.73,Fiverr,Fixed,1,1,2024-06-19 4:46:23
330,Mahfud Kusmawati,mahfud.kusmawati818@outlook.com,$2b$10$eZT5K/vM1d3A6CtN5k88/.bTrmTmBi6ODcYssIUyvEfXz5p6RRM9e,creative_worker,Full Stack Developer,Vue.js Developer,"Docker, React, Laravel, Node.js, Vue.js",Intermediate,3,Solo,74.7,125,4.4,70.4,3366000,49.91,3927.41,PeoplePerHour,Hourly,1,1,2023-07-18 15:05:52
331,"Puti Cornelia Astuti, S.IP",puti.cornelia.astuti.s.ip503@outlook.com,$2b$10$lJ3EpiiilMzZTtPK6o36ueAO/Js3OAEKGtCt1ioP9DRXAv3p4VD9K,creative_worker,Full Stack Developer,Vue.js Developer,"Docker, REST API, PostgreSQL",Beginner,2,Bandung,53.4,11,2,39.9,4557000,34.99,3813.15,Koneksi Pribadi,Milestone,1,0,2025-07-29 22:20:20
332,Yessi Mustofa,yessi.mustofa646@konekin.id,$2b$10$XLFVX4iMQWm/y5LJfBH44OcRELtlaZHj9CAVi4BlVC/dZ4YhCozuu,creative_worker,Full Stack Developer,Frontend Developer,"Vue.js, REST API, TypeScript",Beginner,2,Solo,57.8,8,3.16,48.5,6899000,36.82,4600.9,Freelancer,Milestone,1,1,2025-01-04 16:42:41
333,Drs. Putri Sitompul,drs..putri.sitompul153@outlook.com,$2b$10$lJ3EpiiilMzZTtPK6o36ueAO/Js3OAEKGtCt1ioP9DRXAv3p4VD9K,creative_worker,Full Stack Developer,React Developer,"React, TypeScript, Docker, Git, Redis, Node.js, MySQL",Expert,8,Bogor,82.3,227,3.88,57.6,821000,25.74,1191.37,Upwork,Fixed,1,1,2025-05-09 5:12:03
334,Kamila Widiastuti,kamila.widiastuti759@gmail.com,$2b$10$mMzoiB6EbeUTYWeYgtMVEOr/MXz5MJdRoxTpKpUdC/u6DBJLqfyb6,creative_worker,Full Stack Developer,React Developer,"PostgreSQL, MySQL, Git, REST API, TypeScript",Intermediate,5,Palembang,71,89,3.63,62.5,7000000,26.25,4022.25,Koneksi Pribadi,Hourly,1,1,2026-03-02 6:49:48
335,Tantri Habibi,tantri.habibi81@yahoo.com,$2b$10$h/alQU2q/37tERRV6n.HTeqRmNVGh3ss2gX1eywggJ.cznOXXtlJG,creative_worker,Full Stack Developer,Vue.js Developer,"Docker, Next.js, Git, REST API, PostgreSQL, TypeScript, Redis",Expert,10,Solo,87.6,373,4.28,80,1103000,69.19,909.1,Konekin,Hourly,1,1,2026-04-01 3:55:27
336,Tgk. Kamila Jailani,tgk..kamila.jailani196@gmail.com,$2b$10$RKzRMNnuKrTGcmS1HGNSv.7MVEVgkhhF63fWF30WoQaUWlkY4gYAK,creative_worker,Full Stack Developer,Next.js Developer,"Node.js, Docker, TypeScript, Redis, React, Vue.js, Git",Expert,7,Tangerang,85.9,108,4.23,62.6,832000,56.08,1019.89,Konekin,Fixed,1,1,2025-01-28 7:21:34
337,Chandra Wahyuni,chandra.wahyuni757@yahoo.com,$2b$10$lOFBaETjp0rB6RUNP510W.HmiqcIWld0DkEMHVXwzcUg7M6x9Q/2u,creative_worker,Full Stack Developer,Next.js Developer,"Laravel, MySQL, Redis, React, Docker",Intermediate,5,Balikpapan,63.3,32,3.28,59.1,4132000,62.71,2450.98,Upwork,Fixed,0,1,2024-10-15 9:56:38
338,"Puti Kamaria Puspita, S.I.Kom",puti.kamaria.puspita.s.i.kom498@konekin.id,$2b$10$11FSd3KX1/9Yk23heGb75OOzUNWz68hTEdhzuznWGR1phW62Rvg9G,creative_worker,Full Stack Developer,Frontend Developer,"Laravel, TypeScript, Redis, Docker, MySQL",Intermediate,5,Malang,63.8,105,3.08,27.9,7606000,85.07,8221.6,PeoplePerHour,Milestone,0,1,2023-09-08 22:50:44
339,Queen Prasetyo,queen.prasetyo507@gmail.com,$2b$10$bF4XAYqEp0/3BZPdEXI9XO24Ao2s38L2PgIvGBGsM.17uQTFT1PaG,creative_worker,Full Stack Developer,Backend Developer,"Next.js, MySQL, Git",Beginner,2,Solo,46.9,13,2.45,36,3293000,37.41,3619.55,PeoplePerHour,Milestone,0,1,2025-10-06 13:24:03
340,"Drs. Vivi Oktaviani, M.Ak",drs..vivi.oktaviani.m.ak819@konekin.id,$2b$10$hM1dP620208GIDh3bSQH6eCIteGzf4sQVlNyukgBMCupdQFRyG00a,creative_worker,Full Stack Developer,React Developer,"Vue.js, Git, REST API, React, Docker",Intermediate,3,Makassar,77.1,109,3.98,76.4,1282000,56.22,1506.77,Fiverr,Fixed,1,1,2025-05-14 15:43:33
341,Dt. Lulut Wahyuni,dt..lulut.wahyuni903@outlook.com,$2b$10$KyISMiIAvcHdibbDXG3W0ON.egUn2e4HHKSpu/BXeHTrj0mEwS25u,creative_worker,Full Stack Developer,Node.js Developer,"Node.js, React, TypeScript, Redis, REST API",Intermediate,4,Bogor,69.1,135,3.59,62.8,5755000,45.33,7415.89,Koneksi Pribadi,Fixed,1,1,2025-10-30 22:14:13
342,Ana Najmudin,ana.najmudin874@yahoo.com,$2b$10$esOP.2sm3zqWj6muZvyqQeqYNMpiTdwvqIyMQQLdl..EvMvim7wim,creative_worker,Full Stack Developer,Full Stack Developer,"React, Git, Next.js",Beginner,1,Manado,47.7,6,2.67,33.4,3512000,83.12,4548.51,Konekin,Hourly,1,0,2024-02-29 11:56:32
343,"T. Viman Sirait, S.I.Kom",t..viman.sirait.s.i.kom161@outlook.com,$2b$10$9V7WM6OryC5gxeAfHtVgLeCCFy4sHg3sFeG3VPaeInC8RJdBdXLym,creative_worker,Full Stack Developer,Next.js Developer,"React, Node.js, REST API, Docker, Laravel",Intermediate,5,Palembang,69.7,94,3.8,35.5,3444000,47.28,2065.23,Upwork,Hourly,1,1,2023-05-12 18:14:24
344,"R. Padmi Wahyuni, S.Sos",r..padmi.wahyuni.s.sos382@outlook.com,$2b$10$lOFBaETjp0rB6RUNP510W.HmiqcIWld0DkEMHVXwzcUg7M6x9Q/2u,creative_worker,Full Stack Developer,Next.js Developer,"Vue.js, Docker, Next.js",Beginner,2,Manado,55.2,26,2.61,38.7,11351000,59.72,6976.29,Koneksi Pribadi,Retainer,1,1,2023-07-21 7:34:54
345,"Siska Dabukke, S.Pt",siska.dabukke.s.pt789@yahoo.com,$2b$10$lOFBaETjp0rB6RUNP510W.HmiqcIWld0DkEMHVXwzcUg7M6x9Q/2u,creative_worker,Full Stack Developer,Vue.js Developer,"Laravel, Next.js, Vue.js, Redis, PostgreSQL",Intermediate,3,Balikpapan,70,38,3.15,63.5,6282000,32.32,8851.95,Koneksi Pribadi,Retainer,1,1,2025-07-31 14:23:03
346,Harimurti Andriani,harimurti.andriani9@outlook.com,$2b$10$eZT5K/vM1d3A6CtN5k88/.bTrmTmBi6ODcYssIUyvEfXz5p6RRM9e,creative_worker,Full Stack Developer,Laravel Developer,"TypeScript, Git, Next.js, REST API, MySQL",Intermediate,4,Solo,75.5,145,3.11,56.5,5831000,53.46,6542.42,Konekin,Fixed,1,1,2024-09-14 3:19:29
347,Hairyanto Saragih,hairyanto.saragih743@konekin.id,$2b$10$9V7WM6OryC5gxeAfHtVgLeCCFy4sHg3sFeG3VPaeInC8RJdBdXLym,creative_worker,Full Stack Developer,React Developer,"Vue.js, Laravel, Next.js, TypeScript, PostgreSQL",Intermediate,5,Tangerang,71.7,99,3.43,56.4,8460000,59.1,5324.64,Toptal,Fixed,1,1,2025-07-04 17:41:08
348,"Drs. Lembah Hutasoit, S.Gz",drs..lembah.hutasoit.s.gz266@outlook.com,$2b$10$lJ3EpiiilMzZTtPK6o36ueAO/Js3OAEKGtCt1ioP9DRXAv3p4VD9K,creative_worker,Full Stack Developer,Laravel Developer,"REST API, MySQL, Node.js",Beginner,2,Bogor,58.5,10,3.34,51.1,2850000,42.35,1822.95,Upwork,Retainer,1,1,2023-10-23 13:00:09
349,"Drs. Asirwanda Wulandari, S.Pt",drs..asirwanda.wulandari.s.pt756@icloud.com,$2b$10$hM1dP620208GIDh3bSQH6eCIteGzf4sQVlNyukgBMCupdQFRyG00a,creative_worker,Full Stack Developer,Laravel Developer,"React, Redis, Laravel, Docker, Vue.js",Intermediate,3,Bekasi,79.6,54,4.2,67.9,2693000,73.37,1603.5,Konekin,Retainer,0,1,2024-02-28 5:14:20
350,"Irwan Laksita, M.Ak",irwan.laksita.m.ak573@icloud.com,$2b$10$bF4XAYqEp0/3BZPdEXI9XO24Ao2s38L2PgIvGBGsM.17uQTFT1PaG,creative_worker,Full Stack Developer,Backend Developer,"REST API, Docker, Vue.js, Git, TypeScript, Node.js, MySQL",Expert,14,Manado,78.2,498,3.72,67.4,5811000,51.76,4890.38,Koneksi Pribadi,Fixed,1,1,2024-09-01 10:14:03
351,Gasti Mulyani,gasti.mulyani485@konekin.id,$2b$10$h/alQU2q/37tERRV6n.HTeqRmNVGh3ss2gX1eywggJ.cznOXXtlJG,creative_worker,Full Stack Developer,React Developer,"PostgreSQL, Laravel, TypeScript, Vue.js, React, Git, Docker",Expert,6,Solo,84.6,289,3.51,72.1,8561000,28.28,7789.01,Freelancer,Fixed,1,1,2023-09-07 18:45:55
352,Carla Suryono,carla.suryono803@yahoo.com,$2b$10$Y87Y1nCupf1KD6fUhv4xYOEP9it/F3qpwbl8XSm0luc9zyp.fCqka,creative_worker,Full Stack Developer,Full Stack Developer,"REST API, Laravel, React, TypeScript, MySQL",Intermediate,5,Tangerang,70.1,83,4.11,62.5,13490000,36.17,8090.27,Freelancer,Retainer,0,1,2025-05-18 4:57:36
353,Dr. Paramita Widiastuti,dr..paramita.widiastuti801@outlook.com,$2b$10$9V7WM6OryC5gxeAfHtVgLeCCFy4sHg3sFeG3VPaeInC8RJdBdXLym,creative_worker,Full Stack Developer,Vue.js Developer,"Vue.js, MySQL, React, Docker, TypeScript",Intermediate,4,Palembang,59.4,107,3.04,51.2,8880000,77.13,6018.97,Toptal,Fixed,0,1,2024-04-08 0:15:55
354,Harto Rahimah,harto.rahimah662@outlook.com,$2b$10$Y87Y1nCupf1KD6fUhv4xYOEP9it/F3qpwbl8XSm0luc9zyp.fCqka,creative_worker,Full Stack Developer,Laravel Developer,"React, Next.js, TypeScript",Beginner,1,Balikpapan,58.2,13,2.81,34,9829000,73.05,7328.5,Toptal,Fixed,1,1,2023-07-05 2:17:27
355,Gada Prabowo,gada.prabowo919@icloud.com,$2b$10$11FSd3KX1/9Yk23heGb75OOzUNWz68hTEdhzuznWGR1phW62Rvg9G,creative_worker,Full Stack Developer,Node.js Developer,"Git, REST API, React",Beginner,1,Depok,68.7,14,3.92,62.8,4210000,82.23,2487.6,Toptal,Fixed,0,0,2025-08-23 20:52:47
356,"T. Elvin Simbolon, S.IP",t..elvin.simbolon.s.ip448@outlook.com,$2b$10$RKzRMNnuKrTGcmS1HGNSv.7MVEVgkhhF63fWF30WoQaUWlkY4gYAK,creative_worker,Full Stack Developer,Backend Developer,"TypeScript, Vue.js, PostgreSQL",Beginner,1,Malang,53.5,29,3.04,44.6,7356000,26.83,3932.49,Koneksi Pribadi,Fixed,1,1,2023-05-14 12:56:59
357,"Mala Natsir, S.E.I",mala.natsir.s.e.i695@konekin.id,$2b$10$mMzoiB6EbeUTYWeYgtMVEOr/MXz5MJdRoxTpKpUdC/u6DBJLqfyb6,creative_worker,Full Stack Developer,Laravel Developer,"MySQL, PostgreSQL, Docker, React, Laravel, TypeScript, Git",Expert,8,Pekanbaru,99.9,192,5,83.3,4612000,44,3997.51,Toptal,Milestone,1,1,2024-06-25 16:05:45
358,"Ghaliyati Mardhiyah, M.Pd",ghaliyati.mardhiyah.m.pd63@outlook.com,$2b$10$RKzRMNnuKrTGcmS1HGNSv.7MVEVgkhhF63fWF30WoQaUWlkY4gYAK,creative_worker,Full Stack Developer,React Developer,"Laravel, PostgreSQL, TypeScript, React, Node.js, Docker, Next.js",Expert,11,Tangerang,85.5,337,4.17,67.2,1853000,67.52,1037.03,Freelancer,Fixed,1,1,2025-11-04 4:37:23
359,"Tgk. Bagus Widodo, S.Gz",tgk..bagus.widodo.s.gz383@yahoo.com,$2b$10$URVgcu4DLdubHJg54N9.ZuPrUHAy/73IXoPntcHC1UjMaofAzJcYe,creative_worker,Full Stack Developer,Full Stack Developer,"Git, PostgreSQL, Vue.js",Beginner,1,Pekanbaru,57,30,2.48,58,2110000,80.95,1142.7,Upwork,Retainer,0,1,2024-08-26 1:03:47
360,Citra Sihotang,citra.sihotang600@yahoo.com,$2b$10$.tKY/dCn6kycHE3w7HAQSesWjLUkMO4KLJeW0qQknUh/16n5x9MyS,creative_worker,Full Stack Developer,Node.js Developer,"React, Vue.js, TypeScript, PostgreSQL, Docker",Intermediate,5,Palembang,69.6,66,3.95,60.3,6131000,42.55,5417.27,PeoplePerHour,Retainer,0,1,2025-01-25 22:34:27
361,drg. Titin Uyainah,drg..titin.uyainah252@outlook.com,$2b$10$11FSd3KX1/9Yk23heGb75OOzUNWz68hTEdhzuznWGR1phW62Rvg9G,creative_worker,Full Stack Developer,Frontend Developer,"Laravel, Redis, Vue.js, Docker, REST API, TypeScript, Node.js",Expert,11,Bandung,80.2,406,4.29,53.7,2658000,89.17,1896.55,Toptal,Fixed,0,1,2024-08-05 17:53:22
362,Halim Damanik,halim.damanik362@gmail.com,$2b$10$URVgcu4DLdubHJg54N9.ZuPrUHAy/73IXoPntcHC1UjMaofAzJcYe,creative_worker,Full Stack Developer,Laravel Developer,"React, REST API, MySQL, Node.js, Next.js",Intermediate,4,Jakarta,87.6,135,4.14,64.2,14406000,80.89,7681,Koneksi Pribadi,Retainer,1,1,2026-03-29 18:05:53
363,Rama Safitri,rama.safitri93@yahoo.com,$2b$10$eZT5K/vM1d3A6CtN5k88/.bTrmTmBi6ODcYssIUyvEfXz5p6RRM9e,creative_worker,Full Stack Developer,Frontend Developer,"Redis, Git, Node.js, Laravel, Next.js",Intermediate,5,Malang,61.7,58,2.7,50.5,6705000,41.06,3776.59,Toptal,Milestone,1,1,2024-09-21 4:58:17
364,"Karen Irawan, S.Farm",karen.irawan.s.farm199@icloud.com,$2b$10$URVgcu4DLdubHJg54N9.ZuPrUHAy/73IXoPntcHC1UjMaofAzJcYe,creative_worker,Full Stack Developer,React Developer,"TypeScript, PostgreSQL, Node.js",Beginner,1,Balikpapan,64.3,7,2.79,42.7,3161000,90.02,1844.93,Freelancer,Fixed,0,0,2025-11-16 9:18:57
365,Ibrani Rahmawati,ibrani.rahmawati443@outlook.com,$2b$10$eZT5K/vM1d3A6CtN5k88/.bTrmTmBi6ODcYssIUyvEfXz5p6RRM9e,creative_worker,Full Stack Developer,Laravel Developer,"Docker, TypeScript, REST API, MySQL, Laravel",Intermediate,4,Palembang,70.2,89,3.96,44.1,799000,74.09,1156.41,Konekin,Fixed,1,1,2024-07-17 20:24:55
366,Harto Saragih,harto.saragih981@konekin.id,$2b$10$hM1dP620208GIDh3bSQH6eCIteGzf4sQVlNyukgBMCupdQFRyG00a,creative_worker,Full Stack Developer,Laravel Developer,"Docker, Laravel, Git, MySQL, PostgreSQL, React, Next.js",Expert,7,Palembang,85.3,227,4.35,76.7,878000,66.9,1315.32,Koneksi Pribadi,Fixed,1,1,2025-07-31 6:18:46
367,Ganda Narpati,ganda.narpati814@icloud.com,$2b$10$jxo42mUwZQgGLTwD0tWQMetlW9aWGO8i2C5Wg0LdjJb1R0TGcPQcu,creative_worker,Full Stack Developer,React Developer,"Laravel, Docker, MySQL, React, Vue.js, Redis, Node.js",Expert,9,Tangerang,98,417,4.72,74.2,8314000,29.36,4460.94,Konekin,Fixed,1,1,2023-07-28 18:14:39
368,"Balijan Nuraini, M.TI.",balijan.nuraini.m.ti.54@icloud.com,$2b$10$bF4XAYqEp0/3BZPdEXI9XO24Ao2s38L2PgIvGBGsM.17uQTFT1PaG,creative_worker,Full Stack Developer,Vue.js Developer,"Next.js, Git, Laravel, REST API, Docker",Intermediate,4,Yogyakarta,73.4,138,3.57,61.8,9682000,37.48,6966.1,Upwork,Fixed,0,1,2023-12-04 12:48:52
369,"Tgk. Gara Yuliarti, S.E.I",tgk..gara.yuliarti.s.e.i337@icloud.com,$2b$10$RKzRMNnuKrTGcmS1HGNSv.7MVEVgkhhF63fWF30WoQaUWlkY4gYAK,creative_worker,Full Stack Developer,Full Stack Developer,"PostgreSQL, MySQL, Docker, REST API, TypeScript, React, Git",Expert,9,Surabaya,86,465,4.33,84.9,3433000,62.99,2387.64,Fiverr,Retainer,0,1,2024-01-19 22:54:09
370,Edi Napitupulu,edi.napitupulu983@icloud.com,$2b$10$XLFVX4iMQWm/y5LJfBH44OcRELtlaZHj9CAVi4BlVC/dZ4YhCozuu,creative_worker,Full Stack Developer,Backend Developer,"Git, MySQL, PostgreSQL, Next.js, Laravel",Intermediate,5,Surabaya,77.8,126,3.64,72.6,6418000,30.92,5237.38,Fiverr,Fixed,0,1,2023-11-12 4:13:36
371,Prabawa Yolanda,prabawa.yolanda201@outlook.com,$2b$10$ydJHVpWmJRKh1qtAE3wJKuziEmRHy0m9SrcJa2sj8cOhlsg8qlo.q,creative_worker,Full Stack Developer,React Developer,"MySQL, Git, Next.js",Beginner,1,Tangerang,51.6,7,2.42,33.2,9032000,93.64,6497.21,Upwork,Hourly,1,1,2023-07-27 15:15:38
372,"Ir. Jumadi Hariyah, M.Farm",ir..jumadi.hariyah.m.farm508@gmail.com,$2b$10$h/alQU2q/37tERRV6n.HTeqRmNVGh3ss2gX1eywggJ.cznOXXtlJG,creative_worker,Full Stack Developer,Full Stack Developer,"MySQL, Docker, Node.js, Next.js, Vue.js, TypeScript, Laravel",Expert,9,Bandung,95,101,4.45,64.2,5734000,35.99,4625.6,Upwork,Fixed,1,1,2025-08-15 16:22:35
373,Sabrina Pratiwi,sabrina.pratiwi298@yahoo.com,$2b$10$11FSd3KX1/9Yk23heGb75OOzUNWz68hTEdhzuznWGR1phW62Rvg9G,creative_worker,Full Stack Developer,Laravel Developer,"Redis, Vue.js, MySQL",Beginner,2,Semarang,58.6,26,3.3,49.2,4242000,33.06,2422.16,Fiverr,Fixed,1,1,2025-04-09 14:36:38
374,dr. Zelaya Utami,dr..zelaya.utami22@gmail.com,$2b$10$esOP.2sm3zqWj6muZvyqQeqYNMpiTdwvqIyMQQLdl..EvMvim7wim,creative_worker,Full Stack Developer,Backend Developer,"MySQL, Redis, Vue.js, TypeScript, Docker, Next.js, Laravel",Expert,8,Medan,85.5,294,3.92,51.2,4321000,35.77,3574.74,Koneksi Pribadi,Hourly,1,1,2024-04-16 11:16:02
375,Betania Halimah,betania.halimah388@icloud.com,$2b$10$jxo42mUwZQgGLTwD0tWQMetlW9aWGO8i2C5Wg0LdjJb1R0TGcPQcu,creative_worker,Full Stack Developer,React Developer,"Vue.js, MySQL, Node.js",Beginner,2,Medan,51.5,18,2.86,56.1,5638000,84.08,5616.07,Koneksi Pribadi,Milestone,1,0,2024-09-01 14:32:37
376,Wulan Saefullah,wulan.saefullah810@konekin.id,$2b$10$hM1dP620208GIDh3bSQH6eCIteGzf4sQVlNyukgBMCupdQFRyG00a,creative_worker,Full Stack Developer,React Developer,"REST API, Vue.js, MySQL, Git, Redis, TypeScript, Node.js",Expert,7,Depok,78.5,185,3.43,61.9,7686000,58.19,6089.59,PeoplePerHour,Fixed,1,1,2025-02-12 2:24:19
377,Ophelia Hidayanto,ophelia.hidayanto917@yahoo.com,$2b$10$h/alQU2q/37tERRV6n.HTeqRmNVGh3ss2gX1eywggJ.cznOXXtlJG,creative_worker,Full Stack Developer,Laravel Developer,"TypeScript, React, Vue.js, Next.js, PostgreSQL, Node.js, REST API",Expert,9,Surabaya,79.4,211,4.04,56.3,6060000,90.16,5485.24,Freelancer,Retainer,0,1,2024-04-10 4:33:23
378,Ani Hakim,ani.hakim479@konekin.id,$2b$10$h/alQU2q/37tERRV6n.HTeqRmNVGh3ss2gX1eywggJ.cznOXXtlJG,creative_worker,Full Stack Developer,Frontend Developer,"PostgreSQL, Next.js, React",Beginner,2,Solo,70.7,29,3.3,65.2,3617000,21.85,3038.76,Koneksi Pribadi,Fixed,1,0,2024-06-13 2:28:13
379,Citra Yuliarti,citra.yuliarti122@gmail.com,$2b$10$RKzRMNnuKrTGcmS1HGNSv.7MVEVgkhhF63fWF30WoQaUWlkY4gYAK,creative_worker,Full Stack Developer,React Developer,"PostgreSQL, Node.js, Git",Beginner,1,Jakarta,48.6,24,2.72,41.8,4910000,81.17,3282.27,Koneksi Pribadi,Retainer,1,1,2025-12-08 1:05:58
380,"Puti Raisa Riyanti, M.TI.",puti.raisa.riyanti.m.ti.969@konekin.id,$2b$10$lJ3EpiiilMzZTtPK6o36ueAO/Js3OAEKGtCt1ioP9DRXAv3p4VD9K,creative_worker,Full Stack Developer,Next.js Developer,"Docker, Node.js, Next.js, Git, REST API, React, PostgreSQL",Expert,12,Bekasi,91.8,396,4.59,71.9,11308000,94.2,6163.55,Upwork,Fixed,1,1,2024-06-30 8:31:04
381,Drs. Widya Gunarto,drs..widya.gunarto440@yahoo.com,$2b$10$eZT5K/vM1d3A6CtN5k88/.bTrmTmBi6ODcYssIUyvEfXz5p6RRM9e,creative_worker,Full Stack Developer,React Developer,"REST API, Next.js, MySQL, Git, Node.js, Redis, Docker",Expert,12,Palembang,87.2,385,4.68,75.1,12462000,42.92,7964.75,Toptal,Fixed,1,1,2024-09-09 20:26:51
382,"Drs. Martana Nainggolan, S.Psi",drs..martana.nainggolan.s.psi158@yahoo.com,$2b$10$11FSd3KX1/9Yk23heGb75OOzUNWz68hTEdhzuznWGR1phW62Rvg9G,creative_worker,Full Stack Developer,Vue.js Developer,"Node.js, Docker, React",Beginner,2,Denpasar,55.8,39,2.51,34.7,10822000,85.02,5784.27,Freelancer,Fixed,1,1,2025-02-26 23:40:56
383,R.M. Yusuf Halim,r.m..yusuf.halim96@outlook.com,$2b$10$9V7WM6OryC5gxeAfHtVgLeCCFy4sHg3sFeG3VPaeInC8RJdBdXLym,creative_worker,Full Stack Developer,React Developer,"Docker, PostgreSQL, Node.js",Beginner,1,Manado,63,5,3.38,56.7,1820000,34.92,1020.08,Konekin,Milestone,1,1,2024-09-10 17:12:24
384,"Tgk. Nasab Hutasoit, M.TI.",tgk..nasab.hutasoit.m.ti.12@icloud.com,$2b$10$.tKY/dCn6kycHE3w7HAQSesWjLUkMO4KLJeW0qQknUh/16n5x9MyS,creative_worker,Full Stack Developer,React Developer,"REST API, React, Docker, Node.js, Vue.js",Intermediate,3,Tangerang,62.4,71,3.32,42,2735000,28.31,2087.69,Koneksi Pribadi,Milestone,1,1,2025-04-13 1:03:34
385,Dirja Farida,dirja.farida589@icloud.com,$2b$10$lJ3EpiiilMzZTtPK6o36ueAO/Js3OAEKGtCt1ioP9DRXAv3p4VD9K,creative_worker,Full Stack Developer,Full Stack Developer,"Git, Node.js, TypeScript, MySQL, REST API, Next.js, Docker",Expert,10,Bandung,76.9,450,3.66,55,14946000,53.43,8926.9,Upwork,Milestone,1,1,2026-04-25 21:54:40
386,Dr. Lurhur Manullang,dr..lurhur.manullang401@outlook.com,$2b$10$eZT5K/vM1d3A6CtN5k88/.bTrmTmBi6ODcYssIUyvEfXz5p6RRM9e,creative_worker,Full Stack Developer,Full Stack Developer,"Vue.js, Git, React",Beginner,1,Makassar,56.4,29,2.82,66.6,12149000,54.34,6812.6,Koneksi Pribadi,Hourly,1,1,2024-06-07 19:12:03
387,Kayla Wasita,kayla.wasita715@gmail.com,$2b$10$KyISMiIAvcHdibbDXG3W0ON.egUn2e4HHKSpu/BXeHTrj0mEwS25u,creative_worker,Full Stack Developer,Laravel Developer,"TypeScript, MySQL, Docker, REST API, Vue.js",Intermediate,5,Manado,71,93,3.34,42.4,2847000,47.65,1794.09,Konekin,Milestone,1,1,2025-08-31 15:59:30
388,"Liman Habibi, S.Psi",liman.habibi.s.psi655@gmail.com,$2b$10$bF4XAYqEp0/3BZPdEXI9XO24Ao2s38L2PgIvGBGsM.17uQTFT1PaG,creative_worker,Full Stack Developer,Next.js Developer,"Redis, Vue.js, MySQL",Beginner,2,Bekasi,62.2,27,2.94,58.2,2271000,22.83,2394.11,Konekin,Fixed,1,1,2023-07-17 6:58:36
389,Kalim Wastuti,kalim.wastuti483@yahoo.com,$2b$10$RKzRMNnuKrTGcmS1HGNSv.7MVEVgkhhF63fWF30WoQaUWlkY4gYAK,creative_worker,Full Stack Developer,Next.js Developer,"Next.js, Laravel, PostgreSQL",Beginner,2,Bogor,57.7,4,2.73,41.3,1536000,75.61,1818.04,Fiverr,Hourly,1,0,2024-07-02 15:15:41
